artist;album;album_release_date;album_ranking;n_tracks;track;track_duration (s)
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Guadalajara;153
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Limeña;149
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Las Mañanitas;158
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Alma, Corazon Y Vida;183
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Quizas Quizas Quizas;192
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Tico Tico;135
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Lamento Borincano;146
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Y Todo A Media Luz;179
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Paloma;136
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Alegrias - En Vivo Desde El Teatro Real / 1975;315
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Tarantas - En Vivo Desde El Teatro Real / 1975;364
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Granainas - En Vivo Desde El Teatro Real / 1975;382
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Zapateado - En Vivo Desde El Teatro Real / 1975;259
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Solea - En Vivo Desde El Teatro Real / 1975;320
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Fandangos - En Vivo Desde El Teatro Real / 1975;257
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Guajiras - En Vivo Desde El Teatro Real / 1975;296
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Rumba - En Vivo Desde El Teatro Real / 1975;534
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Danza De Los Vecinos;190
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Danza Ritual Del Fuego;263
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Introduccion Y Pantomima;180
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Pano Moruno;88
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Danza Del Molinero;184
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Danza;204
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Escena;86
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Cancion Del Fuego Fatuo;245
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Danza Del Terror;109
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Danza De La Molinera;242
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Rondeñas;258
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Aires Andaluces;128
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Piropo Gaditano;246
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Cielo Sevillano;132
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Esencia Gitana;217
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Por Donde Caminas;315
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Tema De Amor De La Pelicula La Sabina;155
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Tema de Celos;83
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Tema Andaluz;110
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Sevillanas A Dos Guitarras;192
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Gabarre;291
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Plaza Real;268
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Niquelao;305
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Vito;206
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Mi Inspiración;197
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Malaguena De Lecuona;272
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Serrana De Malaga;251
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Rumba Improvisada;245
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Temas Del Pueblo;279
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Plazuela;231
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Zarda De Monty;179
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Andalucia De Lecuona;258
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Fuente Nueva;210
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Canada;316
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Mi Nino Curro;209
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Barrosa;278
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Cana De Azucar;259
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Panuelo;327
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Callejon Del Muro;238
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Casilda;226
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Gloria Al Nino Ricardo;308
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Solo Quiero Caminar;376
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Tumbona;259
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Convite;236
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Montiño;243
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Chanela;236
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Monasterio De Sal;293
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Pinonate;285
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Palenque;292
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Soniquete;453
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Tio Sabas;303
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Chick;225
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Compadres;314
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Zyryab;375
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Cancion De Amor;259
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Playa Del Carmen;267
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Almonte;332
Ricardo Arjona;Historias;1994-04-14;40;14;Si Yo Fuera;269
Ricardo Arjona;Historias;1994-04-14;40;14;Señora de las Cuatro Décadas;306
Ricardo Arjona;Historias;1994-04-14;40;14;Casa de Locos;179
Ricardo Arjona;Historias;1994-04-14;40;14;Historia de Taxi;405
Ricardo Arjona;Historias;1994-04-14;40;14;La Noche Te Trae Sorpresas;251
Ricardo Arjona;Historias;1994-04-14;40;14;Amor de Tele;200
Ricardo Arjona;Historias;1994-04-14;40;14;Te Conozco;252
Ricardo Arjona;Historias;1994-04-14;40;14;Historia del Portero;312
Ricardo Arjona;Historias;1994-04-14;40;14;Realmente No Estoy Tan Solo;233
Ricardo Arjona;Historias;1994-04-14;40;14;Del Otro Lado del Sol;285
Ricardo Arjona;Historias;1994-04-14;40;14;Me Están Jodiendo la Vida;270
Ricardo Arjona;Historias;1994-04-14;40;14;Ayúdame Freud;403
Ricardo Arjona;Historias;1994-04-14;40;14;Libre;211
Ricardo Arjona;Historias;1994-04-14;40;14;Chicos de Plástico;258
Ricky Martin;Vuelve;1998-02-10;41;14;Por Arriba, Por Abajo;188
Ricky Martin;Vuelve;1998-02-10;41;14;Vuelve;308
Ricky Martin;Vuelve;1998-02-10;41;14;Lola, Lola;286
Ricky Martin;Vuelve;1998-02-10;41;14;Casi un Bolero;280
Ricky Martin;Vuelve;1998-02-10;41;14;Corazonado;299
Ricky Martin;Vuelve;1998-02-10;41;14;La Bomba;274
Ricky Martin;Vuelve;1998-02-10;41;14;Hagamos El Amor;191
Ricky Martin;Vuelve;1998-02-10;41;14;La Copa de la Vida (La Canción Oficial de la Copa Mundial, Francia '98) - Spanish Version;268
Ricky Martin;Vuelve;1998-02-10;41;14;Perdido Sin Ti;250
Ricky Martin;Vuelve;1998-02-10;41;14;Asi Es La Vida;240
Ricky Martin;Vuelve;1998-02-10;41;14;Marcia Baila;239
Ricky Martin;Vuelve;1998-02-10;41;14;No Importa la Distancia (Go the Distance);291
Ricky Martin;Vuelve;1998-02-10;41;14;Gracias Por Pensar En Mi (A Via Lactea);351
Ricky Martin;Vuelve;1998-02-10;41;14;Casi Un Bolero - Instrumental;279
Roberto Carlos;Un Gato En La Oscuridad;1964;42;11;Un Gato en la Oscuridad - Un Gato en Blu;245
Roberto Carlos;Un Gato En La Oscuridad;1964;42;11;Amada Amante;260
Roberto Carlos;Un Gato En La Oscuridad;1964;42;11;Jesucristo (Jesús Cristo);197
Roberto Carlos;Un Gato En La Oscuridad;1964;42;11;Yo Te Amo, Yo Te Amo, Yo Te Amo (Eu Te Amo, Te Amo, Te Amo);240
Roberto Carlos;Un Gato En La Oscuridad;1964;42;11;Rosa, Rosita (Rosinha);179
Roberto Carlos;Un Gato En La Oscuridad;1964;42;11;Mi Cacharrito (Road Hog);150
Roberto Carlos;Un Gato En La Oscuridad;1964;42;11;Una Palabra Amiga;192
Roberto Carlos;Un Gato En La Oscuridad;1964;42;11;Nunca Más Te Dejaré Triste Amor;212
Roberto Carlos;Un Gato En La Oscuridad;1964;42;11;Ciudad;224
Roberto Carlos;Un Gato En La Oscuridad;1964;42;11;La Palabra Adiós;181
Roberto Carlos;Un Gato En La Oscuridad;1964;42;11;Detalles (Detalhes);308
Santana;Abraxas;1970-09-23;43;9;Singing Winds, Crying Beasts;291
Santana;Abraxas;1970-09-23;43;9;Black Magic Woman / Gypsy Queen;320
Santana;Abraxas;1970-09-23;43;9;Oye Como Va;257
Santana;Abraxas;1970-09-23;43;9;Incident at Neshabur;298
Santana;Abraxas;1970-09-23;43;9;Se a Cabo;170
Santana;Abraxas;1970-09-23;43;9;Mother's Daughter;265
Santana;Abraxas;1970-09-23;43;9;Samba Pa Ti;285
Santana;Abraxas;1970-09-23;43;9;Hope You're Feeling Better;251
Santana;Abraxas;1970-09-23;43;9;El Nicoya;89
Selena;Amor Prohibido;1994;44;12;Amor Prohibido;173
Selena;Amor Prohibido;1994;44;12;No Me Queda Más;201
Selena;Amor Prohibido;1994;44;12;Cobarde;172
Selena;Amor Prohibido;1994;44;12;Fotos Y Recuerdos;157
Selena;Amor Prohibido;1994;44;12;El Chico Del Apartamento 512;209
Selena;Amor Prohibido;1994;44;12;Bidi Bidi Bom Bom - 1994 Version;211
Selena;Amor Prohibido;1994;44;12;Techno Cumbia;227
Selena;Amor Prohibido;1994;44;12;Tus Desprecios;205
Selena;Amor Prohibido;1994;44;12;Si Una Vez;167
Selena;Amor Prohibido;1994;44;12;Ya No;235
Selena;Amor Prohibido;1994;44;12;Donde Quiera Que Estés;273
Selena;Amor Prohibido;1994;44;12;Spoken Liner Notes By The Band And Family;1443
Shakira;Pies Descalzos;1995-10-06;45;11;Estoy Aquí;232
Shakira;Pies Descalzos;1995-10-06;45;11;Antologia;254
Shakira;Pies Descalzos;1995-10-06;45;11;Un Poco de Amor;241
Shakira;Pies Descalzos;1995-10-06;45;11;Quiero;250
Shakira;Pies Descalzos;1995-10-06;45;11;Te Necesito;240
Shakira;Pies Descalzos;1995-10-06;45;11;Vuelve;234
Shakira;Pies Descalzos;1995-10-06;45;11;Te Espero Sentada;205
Shakira;Pies Descalzos;1995-10-06;45;11;Pies Descalzos, Sueños Blancos;206
Shakira;Pies Descalzos;1995-10-06;45;11;Pienso en Ti;146
Shakira;Pies Descalzos;1995-10-06;45;11;Donde Estas Corazon;232
Shakira;Pies Descalzos;1995-10-06;45;11;Se Quiere, Se Mata;218
Silvio Rodriguez;Unicornio;1982-01-01;46;10;Por Quien Merece Amor;370
Silvio Rodriguez;Unicornio;1982-01-01;46;10;La Gaviota;283
Silvio Rodriguez;Unicornio;1982-01-01;46;10;Son Desangrado;303
Silvio Rodriguez;Unicornio;1982-01-01;46;10;Pioneros;122
Silvio Rodriguez;Unicornio;1982-01-01;46;10;Hoy mi Deber;187
Silvio Rodriguez;Unicornio;1982-01-01;46;10;La Primera Mentira;206
Silvio Rodriguez;Unicornio;1982-01-01;46;10;Canción Urgente para Nicaragua;178
Silvio Rodriguez;Unicornio;1982-01-01;46;10;El Sol no da de Beber;357
Silvio Rodriguez;Unicornio;1982-01-01;46;10;La Maza;348
Silvio Rodriguez;Unicornio;1982-01-01;46;10;Unicornio;309
Soda Stereo;Canción Animal;1990-10-09;47;10;(En) El Séptimo Día - Remasterizado 2007;263
Soda Stereo;Canción Animal;1990-10-09;47;10;Un Millón De Años Luz - Remasterizado 2007;304
Soda Stereo;Canción Animal;1990-10-09;47;10;Canción Animal - Remasterizado 2007;247
Soda Stereo;Canción Animal;1990-10-09;47;10;1990 (Mil Nueve Noventa) - Remasterizado 2007;219
Soda Stereo;Canción Animal;1990-10-09;47;10;Sueles Dejarme Solo - Remasterizado 2007;227
Soda Stereo;Canción Animal;1990-10-09;47;10;De Música Ligera - Remasterizado 2007;213
Soda Stereo;Canción Animal;1990-10-09;47;10;Hombre Al Agua - Remasterizado 2007;355
Soda Stereo;Canción Animal;1990-10-09;47;10;Entre Caníbales - Remasterizado 2007;247
Soda Stereo;Canción Animal;1990-10-09;47;10;Té Para 3 - Remasterizado 2007;145
Soda Stereo;Canción Animal;1990-10-09;47;10;Cae El Sol - Remasterizado 2007;263
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Hay Que Trabajar;346
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Envuelvete Conmigo;273
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Déjame Soñar;302
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Salsumba;251
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Celia Y Tito;359
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Nuestro Amor;265
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;El Bribon Del Aguacero;282
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Son Con Son;314
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Bolero Medley: Mirame Mas / Ay Carino;356
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;El #100;358
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Woodyn' You;349
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Asia Mood;282
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;I Concentrate On You;382
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Tito's Idea;227
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Nica's Tempo;465
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Para El Rey;452
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Mambo Sentimental;206
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Joy Spring;384
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;Yeah!;446
Tito Puente & Eddie Palmieri;Obra Maestra;2000-01-01;48;20;8 Timbales;191
Vicente Fernandez;El Ídolo De Mexico;1972;49;11;Si Acaso Vuelves;184
Vicente Fernandez;El Ídolo De Mexico;1972;49;11;Que Te Vaya Bonito;182
Vicente Fernandez;El Ídolo De Mexico;1972;49;11;Amor Indio;157
Vicente Fernandez;El Ídolo De Mexico;1972;49;11;El Rey;157
Vicente Fernandez;El Ídolo De Mexico;1972;49;11;Yo Quiero Ser Tu Amante;211
Vicente Fernandez;El Ídolo De Mexico;1972;49;11;Tu Amor Soñado;151
Vicente Fernandez;El Ídolo De Mexico;1972;49;11;El Arracadas;186
Vicente Fernandez;El Ídolo De Mexico;1972;49;11;El Precio;170
Vicente Fernandez;El Ídolo De Mexico;1972;49;11;No Vas a Creer;164
Vicente Fernandez;El Ídolo De Mexico;1972;49;11;Las Llaves de Mi Alma;176
Vicente Fernandez;El Ídolo De Mexico;1972;49;11;Volvió por Ella;193
